school_name,address,lat,lng,zone_type,radius
신광여자고등학교,"서울특별시 용산구 청파로 263 , 신광여자고등학교",37.536300000000004,126.97829999999999,school,50.0
신광여자고등학교,"서울특별시 용산구 청파로 263 , 신광여자고등학교",37.536300000000004,126.97829999999999,school,50.0
성심여자고등학교,"서울특별시 용산구 원효로19길 49 , 성심여자고등학교",37.534,126.958,school,50.0
성심여자고등학교,"서울특별시 용산구 원효로19길 49 , 성심여자고등학교",37.534,126.958,school,50.0
성심여자고등학교,"서울특별시 용산구 원효로19길 49 , 성심여자고등학교",37.534,126.958,school,50.0
성심여자고등학교,"서울특별시 용산구 원효로19길 49 , 성심여자고등학교",37.534,126.958,school,50.0
보성여자고등학교,"서울특별시 용산구 신흥로3가길 66 , 보성여자고등학교",37.542,126.988,school,50.0
보성여자고등학교,"서울특별시 용산구 신흥로3가길 66 , 보성여자고등학교",37.542,126.988,school,50.0
보성여자고등학교,"서울특별시 용산구 신흥로3가길 66 , 보성여자고등학교",37.542,126.988,school,50.0
보성여자고등학교,"서울특별시 용산구 신흥로3가길 66 , 보성여자고등학교",37.542,126.988,school,50.0
배문고등학교,서울특별시 용산구 효창원로 258,37.547,126.963,school,50.0
배문고등학교,서울특별시 용산구 효창원로 258,37.547,126.963,school,50.0
배문고등학교,서울특별시 용산구 효창원로 258,37.547,126.963,school,50.0
배문고등학교,서울특별시 용산구 효창원로 258,37.547,126.963,school,50.0
배문고등학교,서울특별시 용산구 효창원로 258,37.547,126.963,school,50.0
중경고등학교,서울특별시 용산구 이촌로84길 34,37.534800000000004,126.9768,school,50.0
중경고등학교,서울특별시 용산구 이촌로84길 34,37.534800000000004,126.9768,school,50.0
중경고등학교,서울특별시 용산구 이촌로84길 34,37.534800000000004,126.9768,school,50.0
중경고등학교,서울특별시 용산구 이촌로84길 34,37.534800000000004,126.9768,school,50.0
중경고등학교,서울특별시 용산구 이촌로84길 34,37.534800000000004,126.9768,school,50.0
용산고등학교,서울특별시 용산구 두텁바위로 60,37.545,126.9805,school,50.0
용산고등학교,서울특별시 용산구 두텁바위로 60,37.545,126.9805,school,50.0
용산고등학교,서울특별시 용산구 두텁바위로 60,37.545,126.9805,school,50.0
용산고등학교,서울특별시 용산구 두텁바위로 60,37.545,126.9805,school,50.0
용산고등학교,서울특별시 용산구 두텁바위로 60,37.545,126.9805,school,50.0
